text	problematic
Can you let me stretch that pussy out or nah	0
So I keep cool but in the back of my mind I'm like did des hoes just come on my mf porch like ik dem	0
my main bitch http://t.co/uueCU3AbQv	0
"Just ordered CHINESE food bitches! 
BRING ON THE CAT!"	0
Damn Kaepernick is trash man	0
Heard you gotta new bitch. See ya postin' up thinkin' that it's making me sick.	0
"RT @KinkyGoose: Eat mangos, get bitches.

To be honest, I don't do either of these.&#128514;"	0
A hoe gonna be a hoe regardless	0
"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""	1
RT @wintervphillips: *steals your bitch*	0
@chriscurtis410 I agree the fat bitches the only girls left not gettin passed around	0
@Missyy_J happy birthday bitch&#10084;&#65039;&#127881;	0
Unlike some of yall boring ass bitches lol	0
"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol"	0
"RT @CarmeelaCuuh: I be like wassup bitch?!
&#175;\( &#728;o&#728;)/&#175;
 ) )
 | \
 | |_
""huh? nothing""

 that's what I thought hoe.
(&#728;o&#728; )
 &lt;) &#8230;"	0
&#8220;@Iifetip: Kit Kat brownies. http://t.co/40W2a8qlBy&#8221; making.	0
Money ain't a thang, bitch that's a lie. It only controls every bitch that's alive.	0
Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde	1
Someone shut this beaner up please.	1
@lucas_wright955 @MichaelGT03 faggots	1
#throwback to being bitches &amp; drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz	0
Breaking yo bitch like a KitKat nigga	0
RT @TAXSTONE: Shout out to all them bitches who don't own no designer shit and still look better than all YALL bitches with everything desi&#8230;	0
RT @jaunthegoat: Lost my erection and found it in your girlfriends pussy	0
RT @DeepInHerGut: Anything said bout my moms b would of led to a bitch getting stone cold stunner	0
RT @veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;	1
God damn flappy birds weak ass	0
"The pilgrims was high as fuck, like ""Lets kill a big ass bird and eat it with a billion other things"	0
RT @LynchieWCVB: Big night at WCVB. Martha Coakley-Charlie Baker debate here at 7, Bruins-Minnesota WIld, World Series Game #6.	0
@King_Albert21 @Ceto_13 ha ha look what this fag said lol	0
&#8220;@SMITHAAAAAA: &#8220;@Tats_NSnapbacks: Last night was well.. Fun lmao&#8221; you got some pussy didn't ya Vern&#8221; unfortunately no lol	0
RT @IAMMISSRAMIREZ: Charlie Sheen is the man lol http://t.co/FCfSbvAphh	0
Like , hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg .. Let me be the FIRST to tell you!!!	0
RT @ItzShowtim3: Don't forget how Nikko was digging in her booty RT @oneshadowlove: Sex tape gave her a head bigger than that pussy and for&#8230;	0
At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag	0
RT @SoulYodeler: Go ahead and mock me, one day I'll sell enough of this make-up to drive the pink Mary Kay Cadillac and we'll see who's gay&#8230;	0
@Jazwau &#128528; who did you rob, them hoes like 4 online	0
Bullets through a nigguh tru jeans	1
"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7"	0
RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.	0
so. mad... We live in a world where whitey can go to jail for a word other folks wear right on their hats &amp; tshirts. If I wore that shirt...	0
Never let them hoes get in between of what we started	0
@Juice__2 i know bout yo wack ass dreads nigger	0
"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!"""	1
Nice base running again by the @Yankees. Fucking ponderous.	0
"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch"""	0
I remember 2 of my friends had this and I was jelly RT @Mike_got_hoes: Had this bitch you couldn't tell me SHIT bruh http://t.co/Kz3eiJ4Ugm	0
Not a cloud in sight, too pretty to ho to work. #iwanttoplay	0
RT @TomBradysEgo: Might have a better chance if we put some trash cans out there.	0
RT @nateturnboy: You left prom camping first day cause you're a bitch boy.	0
@daydaaaaaa hay pussy cat &#128539;&#128541;&#128075;&#128075;	0
Why the wifey type girls single and the hoes being cuffed though?	0
Bad bitches only ... http://t.co/ceyb1b3rF0	0
RT @3High_Tae: Bruh this bitch booty so flat that its muscular &#128128;&#128128;&#128128; http://t.co/8vG3MAtceU	0
Cost $250 RT @BrandNewAndrew: &#8220;@ItsNotHarold: I ain't buying no pussy I got too many followers for that&#8221; u in Vegas. Dont miss opportunities	0
#xfactorau sick of guys who sing like pussies. Where are the rock type men?	0
"RT @UrbanCraziness: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/cvBzmjQXyO"	0
"Oomf got the ""hoes"""	0
So I we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol	0
@Nikki_Boo22 bitch you hella late I went yesterday lol	0
"RT @NiggaHyfenAsian: ""Tat my fucking name on you let em know you love the boy wassup"". I wonder how many bitches made a mistake that year."	0
boats 'n hoes &#191;	0
RT @TiffaniRenee3: @Victoria_Finae @drrrruuuu jealous bitch. &#128514;	0
RT @LiveAndUncut: Good pussy takes your mind off the struggles and stresses of everyday life	0
"@DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto"	0
Ugh I really can't wait to get paid tomorrow and spend it on my hoes &#128524;&#10084;&#65039;&#128131;&#128111;&#128109;&#128514;&#128514;&#128514;&#128514;	0
Esp when bitches are after my leftover always hyping niggas. I made him pick another ugly nigga to put on top.	0
"&#128557;&#128557;&#128557; RT @VineForTheByrd: Bae: go text your hoes 
Me: https://t.co/5PAfEceL1i"	0
You said that's yo bitch but that bitch look fu &#128551;	0
"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;"	0
Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh	1
RT @AIanHangover: Karma is only a bitch to bitches.	0
I cheated on 10% of the bitches I had tf lol nobody even wanted to be all committed and shit	0
Hoes will be hoes.	0
RT @NikoWavy: FACTS RT&#8220;@iDntWearCondoms: Your pussy not that good if 10 niggas had it but none of them are still with u&#8221;	0
Lou is such a lil bitch	0
Made one of my all time favorites look like a bitch on the grandest stage of em all	0
Shawty pussy wet, the dope drippn wet &#128166;	0
"I asked my two best friends to describe me in three words, I get back ""boss ass bitch"" and ""short, feisty, and Mexican."" I love my friends."	0
Dwight could've had me instead of that ugly young hoe&#128553;	0
&#8220;@WorldStarFunny: we don't love these hoes http://t.co/WeKdL09bq5&#8221; @Ilovebamf &#128076;	0
@Pipe_Tyson Me? Nigga YOU the pussy. I got hands for you dawg!	0
"Did Miguel just ""Hulkamania Leg Drop"" a bitch from the top rope???"	0
"RT @amoz1939: drinking
to the last drop
washing teapot 
#haiku #mijikai"	0
At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out &#128514;&#128514;&#128514;	0
All of my money neat all of my bitches freaky everybody kno it IT AINT A SECRET	0
I still think snap chat for faggots and High Schoolers	1
RT @RavenConnell: Being a hoe isn't a Halloween costume	0
A lot of you niggas turned these bitches into sketch ass bitches	0
RT @xXxRAIDERCH1CKA: We all know dumb bitches like this http://t.co/dq9yKQFV	0
one of my cats killed a baby bird and a cardinal	0
@jay_ibarra95 too bad bitch! You in this shit forever &#128123;&#128520;	0
Did this bitch really just ask me do I have a badge to be in this building while going to my floor. White people just don't change at all.	0
RT @TheMav41: The price is wrong bitch.	0
RT @officialmckell: &amp; ima eat that pussy all filthy &#128525;	0
This is great RT @AmPowerBlog loser &amp; coward @MikePrysner grabbed my iPhone and threw it in the street. He's a pussy. http://t.co/CVUbLNgXKj	0
This fat bitch is wearing these ugly ass jesus sandals, and her big ass feet are overlapping the damn things.	0
@AllieBruner Stop being mean, bitch! ))))))):	0
RT @WeDontLoveHoes: Bitches post all types of sex position pics with heart emojis but let yu get her in that position this bitch complain a&#8230;	0
"RT @ChadJordan23: After a hoe gave you head and say ""It's my turn"" http://t.co/VHfBlTqLnV"	0
@Lion_of_Gray @roodawg1971 @mrfayoh @khanye_s @sas2afoundation here's my opinion on the matter..... She's a cunt.	0
I done hit bout 6 threes out this bitch	0
Power bomb dat hoe	0
"@edwards_cait but you were too busy being a raging bitch and not caring that your ""best friend"" was going through hell So there's my punch &#128139;"	0
RT @L1LDebbie: And I'm that bitch who doesn't forget.	0
Good day, honkies. ...I said GOOD DAY! ...honkies.	0
@Leslieeeixta @LettyGuerrero3 haha Noo bitch now! &#128071; stop playing games hoe! &#128517;&#128514;	0
Britt attitude be for no reason , bitch mad at breakfast &#128514;&#128514;	0
Freaky bitch eat the dick while I'm playing madden	0
"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch."	0
Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War	1
@QueenShyba laughin at my screenshots. no bitch, this might be a code red.	0
I need me a real loyal ass bitch &#128525;&#128553;&#128530;&#128548;&#128175;	0
bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em	1
RT @RashodJackson: Nobody cares, bitch	0
#Bout2GoCrazy #AintNoLevelz2DisShit hungrier then a phat ho on a diet IG http://t.co/nzuBUC2QpR	0
I hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu	0
RT @elchavaloko: @_WhitePonyJr_ @Buckm00se @Eric_Mariners i see you guys kicked this long haired faggot out your lil video game team	0
@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin	0
@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?	0
RT @FashionIsKEI: Don't no real bitch want no soft nigga..	0
Just cleaned this bitch. #BoyfriendsTruck #Clean #InsideAndOut #Ram1500 #TookForever #NoFliter&#8230; http://t.co/Bvb0LRisHY	0
RT @sorryimalex: &#8220;@lametears: i only rted alex ramos aka trash to gain followers&#8221; #vote5sos	0
OMG This bitch on the Tico wont STFU ALREADy!!!!	0
If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.	0
I ordered 8 chocolate chip cookies &amp; this bitch gave me fries smh , I couldn't even take the shit back because I was gon be late for work	0
"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa"	0
@T_FLYE lmaoooo I know Taylor in Brazil eating that overseas pussy	0
Someone needs to get this boring Nike fag off the stage.	0
"Lol Sam said ""Betty Boop"" is a hoe &#128514;"	0
"If I were born black; 
I would have tons of kids, never work, get lots of free stuff &amp; bitch about it! 
Thank God I wasn't~What a DRAG I'd B"	0
RT @TheeJenBunny: Oh you didn't hit me boo boo - bitches who got hit in the jaw	0
Wizard turned into a hoe after a break up	0
but shawty you not a bitch you the one I get money wid	0
@Coley_Cee bitch stop takin my shit ooo I hate u u dumb bitch	0
I talked to some birds... I fell in love again..	0
RT @StayyeGolden: &#8220;@vivalakristia: Everybody that's still on Facebook ghetto or pregnant idc.&#8221;accurate	0
Like my momma said don't waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain't gone get u nowhere but pregnant and	0
RT @wrongwaybennett: Only Southerners know the difference between redneck and white trash.	0
You think America has crooked laws?Women in other countries get executed in the street for shoning.You American hoes wouldn't make it.	0
Can't keep a shallow bitch if ya pockets ain't deep.	0
"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?"	0
I hate when bitches try to talk shit with chipped nails	0
I bet these bitches trying to set me up &#127911;	0
That bit Donovan got DVD's droppin and all @2realmacdatfee i see ya lha bitch	0
one time for the real niggas , two times for the bad bitches .	0
Amo hangs http://t.co/h8UQDrjeCb	0
Where are all those whiny bitches when Kris left? How come Lulu ain't gettin shit?	0
' Club solo 1 deep , fuck a valet cause I parked on the street , lordddd knows &#1041243; You can't trust these hoes ,... http://t.co/WcD3V5sej2	0
So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday. &#128076;	0
RT @HOOLIGANS_ISSUE: @Aj_Swagggg those rich son's of bitches too gready. Smh	0
@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense	0
RT @fart: My friends the 2014 @Chevrolet Malibu has the legroom and ventilation necessary for professional pussy-eating. Visit your Chevy d&#8230;	0
RT @slimthugga: U a nurse &#128514;RT @Blaccstone: @slimthugga you a clown boy You music is trash.... I dare you say something back I bury your Bit&#8230;	0
Skinny girls be having that gotta go a couple rounds pussy	0
Quit hoggin the blunt bitch	0
RT @ThatNiggaKeek: remember in a relationship.. her friends are NOT yours.. &#128581; they'll let her be a hoe...	0
Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB	0
Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it...	0
@treagle05 early bird gets the worm tomcat	0
RT @scaffoldjocky: I'll never smoke weed with Willy again. He invited that hick, Toby Keith, and I fucking hate that mongoloid!	0
Tom Brady is the biggest pussy in the NFL by far	0
RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;	0
SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;	1
"RT @itsDorry: just seen this little yellow nigga who lives in a pineapple.....
thats some crazy shit."	0
What state got the best pussy? &#128064;	0
Real niggas let real bitches come &#128070;	0
&#8220;@MannyBDlopez: When you open your starburst candy and get 2 yellows http://t.co/F0dDbfEzB6&#8221; lmao bruh	0
This Mexican bitch almost just hit me with her car and she sped over the speed bump JUST SO SHE COULD DO IT OMFG	0
"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine"""	0
I gonna start unfollowing angry bitches. Shit is mad depressing	0
brass monkey dat funky monkey http://t.co/NaDoF9QqDa	0
She's just mad cuz her big toe looks like an angry bird! Haha	0
@TheRealDiamondJ I'm the type to put that bitch in a river so you can gtf out my locations lol	0
@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke	1
Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather	1
U got niggas an i got bitches &#127911;	0
RT @delphrano: Berto couldn't KO this dude who wanted to get KO'd&#8230;Berto's trash, Upsher's trash, that fight was trash. #BronerTaylor #Boxing	0
I hate hoes who be looking all nice nshit with their hair and nails done, but they kids look like they BARELY survived a tornado	0
@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!	0
"RT @HoodJesusYo: Last name, Sinner
First name, Imma
Like ur pancakes in tha mornin, 
He got u covered like Aunt Jemima"	0
i was emo ok emosquad2k10 get on my level bitch	0
RT @WingsoverHoes: Niggas gossip like hoes I'm sleep tho	0
"RT @WhitneyNoCrack: Die slow bitch ""@Thotcho: That&#8217;s @WhitneyNoCrack RT @tonestradamus: Scary accurate http://t.co/dX79NXklL9"""	0
"#CommonQuestionIGet

Why uou so ghetto?"	0
"RT @WhatTheFFacts: There is a company which sells menstrual pads for pet dogs called ""bitch diapers""."	0
RT @McNarstle: And she's watchin' him with those eyes / And she's makin' him linguine &amp; clams with that body, I just know it!	0
RT @DerekPayne_: I know you're gonna stalk my tweets so just know that you're a dumb fucking bitch!	0
TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters.......	0
Money, hoes, cars and clothes	0
Photo: Happy Friday bitches&#160;! #glamazon #ladykimora #rupaulsdragrace @welovequeens &#128536;&#128536;&#128536;&#128132;&#128132; http://t.co/c7Rv2DIL7g	0
@SteveWorks4You pay your taxes teabaggers	0
I think you fuckin wit the wrong niggah	0
how many fingers does a bitch gotta break so mother fuckers will stop taking my god damn lighters	0
These hoes be actin up and these niccas be actin tough! &#128530;	0
RT @Bdarnon: This is for the bitches who played me... What up hoe?	0
@WFopitei eat shit. Who are you working for?! You nappy bitch.	0
MY. NIGGA!! RT @Lito_TheGawd: Feel good to not have no hoes. Yall can't even throw that charge my way no more.	0
#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?	0
RT @ReeseZamora: @daxmw23 Dax we don't love these hoes	0
my bitches getting even badder	0
"Dee Gordon getting to ""he can fuck my bitch"" status with all these SBs"	0
@_fullawhite rt me to wey I went to the job interview high then a bitch!! Straight stanking like dank haha eyes red then a hoe	0
Been told by a lot of people that I'm cool then a hoe, and that they don't understand why someone wouldn't like me	0
RT @_NoREGGIEAllow: I think IF i had hoes , i would tell them alll the same shit &#128514; im too lazy to be tryna switch shit up . &#128564;	0
&#8220;@PrettyxEyes: FYI http://t.co/R9JUoT4bGQ&#8221; my favorite type of bitches.	0
@yajairab2 im not a nigglet &#128532;	0
Heartless ass niggah &#128513; but who isn't now Adays ?	0
"No these are only whites pies.
Well do you have any negro pies?"	1
Can this bitch already update &#128530;	0
@bongwynnn wow what a faggot	0
RT @Saint_Jeremy: She right RT @2Girls1Richard: You spam RT @TheReaIPinkyxxx: If you eating the pussy you might as well eat the ASS. http:&#8230;	0
"RT""@KILLQuana: I wonder How much pussy justin bieber gets....."""	0
""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;"	0
@jocsoriano ima call you of a different number cuz moms still on sum hoe shit	0
"RT @david_marchese: Johnny Cash turned down ""The Gambler."" Guess you could say he didn't know when to ho . . . never mind.
 http://t.co/gMK&#8230;"	0
@rickerozeaye you see me texting you bitch	0
&#8220;@Mojo4Life_: We'll I'm going to sleep &#128530;&#8221; fag	0
RT @StevStiffler: choke on a cactus, bitch.	0
"&#191;Como se llama el ni&#241;o m&#225;s delgado de Jap&#243;n? Yocomo Poko

&#164;&#176;&#164;&#176; gino &#176;&#164;&#176;&#164;"	0
"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers"	1
Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down	0
RT @prettykells: &#8220;@100046729: @Leelucas_ @prettykells bitch you didn't feed me. You asked my to buy you a burger &#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; lmfaoooooo no &#8230;	0
RT @OGsmoky: @_100d I'm tryna smoke some dope in that bitch lol	0
RT @_campkevin: Bitches be thinking they are soooo out here like no your just an everyday average Instagram bitch	0
@mkkberger juss the way she stands screams bitch! Lmao @mlwberger @bigbergerc	0
But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.	0
This Houston traffic ain't no hoe these mf must not work	0
RT @AshleighRollin: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221; Trash	0
RT @_katrinasalazar: this what most of yall hoes need to admit . https://t.co/SXz6y0HRR0	0
RT @Treal_UrMagesty: Darkskin girls got that juicy pussy &#128069;&#128166;&#128166;&#128571;&#128571;	0
What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?	0
Everytime I fuck I gotta hit me at least two bitches	0
#nationaldoughnutday bitch GET AT ME &#127849; http://t.co/5FJForyY2e	0
@JimBoberson happy birthday faggot	1
Nick Cannon movie.. &#171;@arigold_88 A 31 year old bitch in Texas was pretending to be 15 and went to high school 6 months!&#187;	0
I grew up with niggahs don't trust no niggah no love for niggahs	0
"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour"	0
@Freegeezy17 shoot that nigger bitch in the knees....	0
Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird.	0
Ima knock the pussy out like fight night. &#128074;&#128074;	0
Gab and Bri both fell asleep on me. #hoes	0
how ah yardie reach wyoming?? (live at http://t.co/8N9mI46CBU)	0
@intheKCmix Simmons acted like a bitch when Doc left for LA.. &#128514;&#128514;	0
We so deep in this bitch we might drown	0
RT @sweetromance: @1visionamd @Redeemed1952 @AZWS Once again, birds of a feather....	0
@serenity_23 I assume so, the tranny went out this morning. I have a maxima.	0
RT @timbvtcher: Old soul? More like young bitch.	0
lmaoooooo eat that goal faggot @gezus__	0
@cristiannt_ bitch I back shit up fuck nigga	0
RT @275YUNGSIMMIE: I hate a lying ass bitch	0
RT @Boobs_Shoes: On some real nigga shit some bitches need slapped...	0
@kieffer_jason bitch let's fight today where you at or are you going to bitch up again. I think your going to bitch up again	0
LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe	0
RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn	0
So...Hello Kitty is really a Chicken Boo bitch?	0
RT @ShadonHendrix: Same hoes running back tellin you shit about me be the same hoes trynna fuck you, same niggas tellin u shit be the mayne&#8230;	0
Still don't give a fuck bout a bitch or her dude	0
Hmm RT @IceJJFish: Every bitch i fucked wit is a hoe never met a real female in my life	0
RT @YourMajestyV_: You got bitches, and I don't have niggas &#128514; ... I want you.	0
The browns schedule for the first half of the year is literally retarded easy.	0
@Hunglikerobby_ that was so gay. And I was tanning bitch. Juvie made me white	1
Don't follow the astros they said. They're trash they said. Well now look at them #astros	0
@ThatGuyNorman @migue_pantoja trash	0
Loyal pussy forever bein better than the bitch thats been passed around.	0
"Nah watch the hoes thats jus gettin fucked start tweetin bout ""Make Love"""	0
Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb	0
RT @boominator: &#8220;@CureOurCountry: Rand Paul mocks Clinton with #HillarysLosers pics with failed candidates http://t.co/r8fjtCsJ5O http://t&#8230;	0
RT @brookebrooklyn_: Spineless bitches in backless dressess	0
You can buy bitches/ho's etc tho	0
Got my mind made nicca ... Fuk u pay me!	0
Like I said... fuck a LeBron. His fan base, bandwagons, dick riders, &amp; loyal ass eaters. I don't like bitch niggas &amp; those that love one.	0
RT @TooTurntNacho: Why give a bitch ya heart when she rather have a purse.	0
@DivaMonRoe2uHoE @CheefPolo hoe hoe hoe, merry Christmas	0
u a stupid hoe	0
&#8220;@___Tamm: @VoiceOfDStreetz cuz you a hoe lol&#8221; cuz you went on your lil rant on me man!	0
I'm okay with rasor talking trash	0
@cumkwats thank you based pee slit	0
RT @T_Madison_x: A hoe ass nigga will never change	0
RT @HannahPike_: I think I'm addicted to naked pictures and sit talking bout bitches that we almost had&#127911;	0
@AllFucksGiven_ like a hoe gettin dick all day and then tonight she gettin more	0
@swirlg0ddess main bae gonn think sumn up wit the pussy	0
RT @sassy_cee_: What y'all hoes up to?	0
RT @TylerZirhut: @BINDLE13 @gingerash2013 hahaha ok you got a point there there would be hella bitches screamin and cryin ova that nigga th&#8230;	0
@HoskinsTy96 dammit now I'm the only one with a fucked up tranny....	0
RT @paulabruederle: Some birds aren't meant to be caged	0
&#8220;@bwanaaa_16: I like down bitches&#8221;	0
There are 2 types of niggas in this world. Real niggas ... &amp; bitch niggas	0
Kobe ain't no hoe.	0
&#8220;@robbyohn: The Kimberley story is by far the scariest story I've ever heard! &#128513;&#8221; pussy	0
@Auroramwj @marylmcaffry @BBAnimals It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction	0
Extra hard for these hoes.	0
@Yankees probably time to put this twitter feed to bed #nyy	0
@Get__Em__Craig you owe two hoe I don't wanna hear shit when I hyu	0
Ugh that crazy bitch in The Crucible smh	0
Side bitches are basically new relationships started.An addition to the problems you already have with your primary woman.	0
Makeup save you hoes	0
&#8220;@LongMoneyTonyy: @vintage_monroe_ DONT Say Shit Else ! Just Stfu !&#8221;bitch we can do a lot more off this Twitter shit you can come see me	0
@iiAK lmaoo boy how you think Benny heard it lol i was blasting that bitch	0
damn they gonna leave beth here long term. trash	0
RT @ddebrinar: Smh, what a hoe. You just couldn't wait. @NayaRivera	0
If only everyone knew the real you...fakest bitch I know	0
RT @DustinHooper225: These hoes ain't loyal	0
"Dis niga at da gas station trippin. Tol his bitch "" bitch who dnt wana ride wit a niga n a caddy on4s trued up bitch jus shut the fck up lol"	0
Im just a young niggah tryna live my life long	0
"@noobde @RodriguezLiam *draws perfect scorpion*

*writes name all retarded*"	0
ion like papoose but he went in lol	0
nobody likes bloody nips!	0
lmao RT @SirRocObama: Lmaooo RT @ToeKnee2GX: &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @PeachDulce: I'm not a hoe I'm a people person	0
"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians)....."	0
&#8220;@AlanaaaXP: Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &#128567;&#8221;	0
Rudy Throws Fastballs Near Charlie&#8217;s Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG http://t.co/EJpdwlS5qj&#8217;s-chin	0
RT @ONAdreamCHASE: Iggy Azalea that bitch &#128588;	0
@gabebaxter text me fag	0
"RT @skyereyes_: &#8220;@Feebito_23: Lol this is why I don't fuck with so many bitches&#8221;don't call her a ""bitch"""	0
@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers	1
Thinking that i care dont give a fuck bout you think ! &#128576; #wop	0
Flappy bird stresses me out	0
"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga"	0
Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.	0
That shit is for the crows in wal mart parking lots	0
@2014samanthaKay good enough fag	1
It makes me sad knowing this queers won't be down the street anymore. @TheOneMiss_Luu @OliviaLuu3 #SadTweet	0
Hate when hoes try to lead u on naw like lil bitch im coool	0
CAIR Publishes a Hit List for Jihadis http://t.co/hvVfXypmHm via @RealJTP If you are a red blooded #American you may be on the list..	0
#TRUTH RT @notashley: David is the Charlie Brown of #Scandal	0
Ima pull up eat on that pussy and dip...	0
RT @CHlLDHOODRUINER: 1000 rts and he'll spark this hoe in here http://t.co/BF90AMgWPo	0
Barkley is trash	0
RT @kenohtoopretty_: i don't want no thot , a thot is a girl that can't get no&#10084;&#65039;from me, hanging with the other little hoes, wearing her be&#8230;	0
You must be retarded &#8220;@YahAriah: &#8220;@septicaIs: Quote with a thirst trap &#128520;&#8221;&#128069;&#128069;&#128069; http://t.co/qPZx198vNt&#8221;	0
Gay ass hillbilly intro song	0
I'm turning into a heartless bitch.	0
@chesteredits @nacbiller not as bad as a former PsyQo nigger THAT LIKES ANIME	0
She fuckin wit a young niggah	0
@Midnight_Snacka @Nick_504_ wigga why the fuck r u in this conversation with yo stalking ass	0
on my way to fuck your bitch http://t.co/xiDFePYYiE	0
Smh u niggers &amp; ur music knowledge	1
I fink this catfish shit is funny afta all how can this bitch thinks that she was talking to bow wow doe &#128514;&#128514;&#128514;	0
"dont trust a hoe
never trust a hoe"	0
RT @Domo_Frm_Peru: Bitches Would Cheat on a nigga That give her everything she ask for and be loyal to shawty smh bitches ain't shit	0
@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74	0
"RT @RMcElhenney: New to the game but as I understand it, the first rule of soccer is ""whichever team acts more like a bitch shall be awarde&#8230;"	0
&#8220;@BrauC_O_DramA: Hate an overly hood girl... Aye hoe... We not listening to Keef all night &#128514;&#128514;&#8221; &#128514;&#128514;&#128514; I feel you	0
