text	problematic
&#8220;@theHIGHESTpeak_: If you got netflix watch fresh that hoe live&#8221; from now on my name is Chuck E I'm not chuckie no more &#128514;&#128514;&#128514;	1
Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.	0
Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life	0
Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??	1
@Nubianreine_ you women. And when you getting money the hoes gone come so how does that sound gay ? Rather make money anyday	1
@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype	1
She sharing her hoe... She know though.. At least I hope she do. LMAO!	1
These hoes ain't loyal...	1
Shut yo mesquito lookin ass up poped bitch	1
@Maxwell_Larsen @MicTorrance suck my dick you cunts	1
Early morning beer as a reward for waking up and taking the trash out	0
Cause bitch. I rather eat pussy then get mine ate.	1
RT @Darth_Alk: @Baqotivity @ShinSnipes You're tweeting at the cringiest people in Darth here. And Dana is our bitch lmao, she follows our r&#8230;	1
&#8220;@RightInher_pssy: Fuck her right in the pussy https://t.co/3yW7mHLRhu&#8221; I wish this dude was my grandpa&#128514;	1
#Minnesota is full of white trash	1
"RT @AIanHangover: ""what are you 15?""

yeah on a scale of one to ten, bitch"	1
Fuck her pussy &#127797;&#128049; fuck her mouth &#127797;&#128069; fuck her ass &#127797;&#128052; cause she nasty	1
RT @____Chelleeee: Been Trynna catch up Witchu pussy &#128299;	1
RT @obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/y1t8CTQn4U	1
I'm a redneck, but without the homophobia and racism	0
Fuck all that talking bitch y u got my name in to mouth	1
RT @CuhCuhCuh: if the pussy not fartin u not fuccin right cuh	1
@JRise88 ill fuck you til you love me faggot	1
One thing I can't stand is texting bitches that got droids	1
@_Perarl he needs to date a grandma , I'm too turnt up for his lil pussy ass, bro and I called him lil baby names like lame &amp; dork	1
"Lame mcs still let hoes in stilettos play them those hoes nothin
 
To us we aint pimps but they still cant press this average @JoeBudden"	1
has anyone noticed that aliens have flaws too, some of those retards have crash landed on earth? means they dont know how to drive	1
Money first woman second but you hoes are last !	1
"I'm sorry but if your costume is a ""naughty school girl"" this yr I will forever consider u a basic bitch. #becreative #followers"	1
RT @iamKatJohnson: RT @1inkkofrosess: It's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night do&#8230;	1
#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost	0
It's no wonder my titanium ankle is killing me. Woo retarded 'winter' weather! #texas #weather http://t.co/rrKxBwG1u4	1
"Hoes be like ""Hoes be like""..........But they be the hoes that be like"	1
I ate a monkey. #AndNowIHaveEbola	0
@haylebopp Diaval gets a pass by virtue of mostly being a bird.	0
is it ghetto to grease yo scalp at work	0
"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*"	1
"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT"	0
@EricWithAHotDad bitch I work 24 hours a day to protect your freedom fuck you #AlwaysOnWatch #GlobalForceForGood	1
RT @SBNation: Reds fan snags foul ball, gets shoved by player, flips bird, becomes True American Hero: http://t.co/yDu4PR531R http://t.co/&#8230;	0
"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing"	0
RT @Domo_Frm_Peru: Bitches Would Cheat on a nigga That give her everything she ask for and be loyal to shawty smh bitches ain't shit	1
Might buy your bitch a bag this weekend idk	1
Homemade Soup is very good with vegetables on the side with crackers http://t.co/LiRwGwkdzE	0
@atownbrown08 @CarmineZozzora LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.	1
GA Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado	0
RT @KallMe_Kenzo: A fufu bitch can't do nun for me but break my heart or set me up ..	1
steph curry looked like a little bitch gettin handled like a rag doll lmfaooo	1
i have to be the taller older bitch	1
RT @krystalschnutz: If I can eat some random bitches ass I can eat iggy's ass.. #randomthought #randomthot #shitiwouldneverdo	1
RT @flemingryan5: @SavannaaSanford hoe	1
"&#128588;&#128588;&#128588;""@Datruthh_: Don't do em with my girl lol RT @thelaurenway: So when yall in threesomes does your girl eat the pussy too?"""	1
@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies	1
When see u an oldhead rocking a Bruce Lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class	1
When you gotta boomin ass voice all you have to do is look at bitches and scream NOW. Den ya in da pussy	1
Why is @red_is_raw such a bitch? I mean who gets mild salsa? His father should be ashamed...	1
RT @DerekPayne_: I know you're gonna stalk my tweets so just know that you're a dumb fucking bitch!	1
Minus all the retarded poor bots.	1
Lol, what I look like waiting on another nigga bitch.&#128514;&#128514;&#128514;	1
Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face	1
I am legend in this bitch	1
@jemelehill @8ironz85 she said, it's ok if u let ur man punch u in ur pussy as long as he makes u cum?	1
RT @Bdarnon: This is for the bitches who played me... What up hoe?	1
"Black Dynamite! &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; ""All the hoes gone?! My dick harder than slavery!"" *wall-slides*"	1
&#128514;RT @1BaD_dOc: I hate when people get on my bad side cause I honestly don't like to act like a bitch	1
@FukknTyler u a bitch in niggas clothing shut yo ass up &#128514;&#128514;&#128514;&#128514;&#128514;	1
Chaber Books: BRAGADAYJAH 315 http://t.co/qTr6lzCsdj: Further restrictions on eating certain insects and birds	0
Swag killed the bitch like Columbine	1
Let niggas hate, bitches loving it.	1
&#8220;@arrogantori: Scrappy always on the reunion with hella hoes &#128514;&#8221;real nigga lmao	1
Can someone beat Justin beibers ass? He's such little pussy.	1
He run his mouth just like a bitch I had to cut em off	1
@Giannaamarieeee first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo	1
"@Cyberobama @eReIevant 
plot twist he is a faggot"	1
Nicki gottem MAD AS FUCK tho. However credit due to cassidy for the response he didn't diss nicki but killed you lookin ass bitches	1
Bitch i wouldn't eat yah pussy wit another nigga tongue	1
"RT @declothed: this dogs like 
""Go on, tell em I ate your bitch ass homework. they ain't never gunna believe your dumb ass"" http://t.co/wLN&#8230;"	1
"RT @adviljr: &#8220;@antsyinpantsy: @adviljr you have no sense of humor so back off their backs&#8221;

ur a lil bitch and im 10"	1
Mannnnnn these hoes aint loyal	1
Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj	0
The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?	1
Hazlenut coffee and graham crackers every morning &#128525;&#128588;&#128152;	0
"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf ."	1
My high school need to gon and throw a hood reunion party. Everybody knows we was ghetto as hell.	1
RT @SouthsideVic: Keebler elves gone have to make weed brownies when it's legalized. In da tree trunk but da trap going crazy. Bro that shi&#8230;	1
ain't trusting no bitch or no nigga... hoe or no sucka	1
@NikkiGentry843 just wait....karma is a #bitch	1
RT @TheFatKidJames: @Von_VonRichter Bro fuck you for leaving! Lol no but have a great time up there and don't forgot about the bros back ho&#8230;	1
The bitches are back http://t.co/3fpjQJvjUh	1
Niccas use to be like you always Tryn pull a finesse....Duh nicca I need mine	1
RT @AIanHangover: let's play a game called stop being a lil bitch	1
whheeet bitch you LYING	1
@Bam_N_DeyMouth you already know ima keep it trilla...Happy Bday lha bitch i love yu nigga!	1
@bellaangeletti ur a fag	1
Just because you have a issue and your attorney is out of town doesn't mean you can be a bitch to me. Next time don't get in trouble	1
RT @_TheBank: Bacon over bitches	1
"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz"	1
The music stop playing and all you hear is fuck you bitch I'll Spit on you &#128514;&#128514;	1
"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao"	1
Just need to know what that pussy like so one time is fine with me	1
RT @Sir_Strange: Sorry that I came into your pussy like a wrecking ball.	1
Tell them hoes come here , cause it look like they forgot bout me , but the fact that they aint seen me , that should say alot bout me	1
@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74	1
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ	0
RT @longbongchris: &#8220;@WORIDSTARHlPHOP: White twitter when they get in an argument https://t.co/u4dfp2XJ9B&#8221; i wouldve bitch slapped her into &#8230;	1
The Bucs has 2 great uniforms and ruined them both for that trash smh	0
RT @AllFucksGiven_: @TrentonStewart them hoes was actin' up. You had to do it.	1
RT @goddesslaney: @lajouetreine if you give that statement any thought at all you will realize it makes no sense. At all. Please, think abo&#8230;	0
@SteveWorks4You ...you are a lazy redneck. Get back to work governing. Stay off twitter with your lying bullshit....#stockmantheliar	1
Okay so I know I'm like ten years late but I freaking HATE Ana Sofia from Lost fuck that dumb bitch wtf is her problem &#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;	1
Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby	1
Tempted to finish every sentence I say today with yo or bitch. #BreakingBad	1
&#8220;@verseunanswered: Did that bitch from Frozen ever let it go?&#8221; &#128514;&#128514;	1
RT @kevantee_: hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad? &#128514;&#128514;&#128514; want a cookie?	1
RT @NevaLyric: ! RT @_JeanCartier: I can tweet about eating some pussy but the moment a woman tweets about sucking dick. She a hoe, slut, o&#8230;	1
RT @AC_Hussle: Niggas love cuffing hoes then acting surprised when they turn out to be hoes.	1
lil bitch	1
@MistressOfSham that area is a bitch regardless so I can imagine	1
"""are we bitches?"" - @chellyhernandez"	1
Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials	0
A lot of you niggas turned these bitches into sketch ass bitches	1
You hoes complain too much.	1
"MiNo's &#8220;@daboss_s: &#8220;@willyroast2: Caption this==&gt; http://t.co/qr3OegnJLi""&#8221; Nah bitch...we're gonna keep our virginities&#8221;"	1
RT @DerrickJaxn: Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent	1
Chicago hoes love pink lipstick &#128530;&#128533;	1
life to great to be mad all day... bitch I'm bless move ur negativity dat way&#128073;	1
RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol	1
She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;	0
Niggas a buy a 700$ outfit to impress a 10$ bitch	1
"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG"	1
RT @NoMeek_JustMilz: I honestly hate women who bitch &amp; complain about a nigga playing video games when he still makes time for yall...them &#8230;	1
RT @SenorSteez: If you're a bad bitch why're you wearing sneakers?	1
@TrustNunBut100s aight bet we in that bitch too	1
' All jokes aside , I'm goin thru it a niggah heart hurt smh . &#1043214; .	1
RT @karen_gonski: i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti&#8230;	0
these hoes bout to prosper on cinegram #LORDWILLIN	1
City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV	0
RT @Jimmy_Santander: These office hoes do not shut the fuck up with their fucking chisme!	1
And girl I've been thinkin of ways thinkin of new ways to beat that pussy down .	1
Bout tht time where the hoes are gettin dicked down	1
"RT @Zag_OX: Your girl hold my dick like a wii controller
Where's your bitch, nigga? We control her"	1
RT @JennaAmendolare: A woman just yelled at me cause I'm drinking a beer at 11 am bitch I'm on fucking vacation	1
"Only fags say ""swag"" shits mad retarded."	1
@AndyHerren @AarynElizaGries cry baby bitch	1
Fresh Japanese model toys her succulant pussy until she&#160;cums http://t.co/epBa8t5AFI	1
RT @Take_My_Advicee: If you gonna fuck my girl then dont pull her hair, nigga i paid $200 for that bitch weave	1
&#8220;@Runyacheckup: &#8220;@Shane_A1: A Bitch Couldn't pay me to get dem pregnant again &#128588;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;fr fam ion see how niccas out here poppin kids out	1
"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;"	0
@iTakeOverTLs home of that one hoe Katrina	1
@jacquibreed ok, I'll sink to your level... you're a special kind of bitch aren't you? @conserv_tribune	1
@CSVNDY i wanna be that white nigga chillin in my mini cooper just throwin money at bitches	1
I don't know what you been told but I love them project hoes	0
You are a jiggaboo...!	1
I hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch I fuc wit lol smh	1
type a bitch make u take her on 10 dates, then she give u da pussya and the shit weak. damn.	1
&#8220;@Vabtwin8211: @Vivalaquintaa agreed, eating pussy is so much better&#8221;they both Nasty	1
"RT @FunnyOrTips: ugly people: taken &#128143; 

nerds: taken &#128143; 

hoes: taken &#128143; 

everybody: taken &#128143; 

me: &#128694;"	1
RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO	1
Ha.. yous a lonely hoe	1
If she wears these to dinner then she's paying for her own food because Im treating that bitch like a stranger..... http://t.co/Pm5AA6PlW0	1
@Articulate_Aura bro you know I can't not comment on stupid shit like that..bitch Instagram a heart attack on a plate	1
@Lvl_7_Eevee @UnicornCowboy @hisorraya I just wanted brownies man	0
Can't have a bitch with no future or goals. I love kids but if you're not a parent first I can't deal with you	1
@GwendolynC28 thanks nig&#128540;	1
@TechN9ne why did they add your name all ghetto like that? Looks like they used label maker, lol!	0
RT @CuhCuhCuh: bitches is twerkin on camera while they kid watchin sponge bob cuh	1
"RT @AutyAut_: I hate when people say you can't befriend a hoe. How bitch how!?
1. I'm only held accountable for my pussy.
2. It's all about&#8230;"	1
@Ish_MallyMal August is trash	0
#creamteam leaving hoes w #cockbreath	1
Oreos and ho hos put into milk...	1
RT @LoQueEllasSaben: Amo a esa gente que me odia.. http://t.co/8Zr3e0YsoE	0
Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh	1
Niccas catchin dem theft under $500 charges out here...shit ugly I guess niccas Tryn get it fa da holidays &#128557;&#128514;&#128514;&#128514;&#128514;	1
Man I'm tryna give Chief Keef's mixtape a chance but this shit trash	1
RT @KINGof334MOBB: Don't tell your side bitch your family business that's none of their business.	1
"Text ya bitch like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;"	1
&#8220;@NotGrimey &#8220;@BobbyBudnic My brother a faggot&#8221;&#8221;smh	1
Is there an additional charge for the pussy to listen to my personal problems?	1
RT @MidniteBoss: @fourzerotwo fix the fucking snipers you retarded piece of shit. Fucking overpowered as fuck. They aim down faster then ...	1
@SlimGirl_Probz das calld usen yo brain retard y would i whoop yo ass n front of da police	1
RT @connorbagen: You know she's a dyke when she asks for men's golf clubs	1
It's definitely a bitch everything in life is ruled by money. Such a moral heartbreak.	1
I'm just matching grams wit my fam bitch	1
RT @antglizzygg: Ain't Talk 2 My Mova N A Week First Thing She Say Is Where Shy An Benny &#128514;	0
RT @1KelliBelle: Needy, clingy men is why I have bitch issues	1
"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz"	1
"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir"	1
He sound like a bitch	1
mickeyblowsyourmind: who wants to be a skype group with a bunch of offensive new york city queer folk Me!... http://t.co/BPgdvs8qD2	1
She just want her pussy ate, she ain't gon text u back afterwards RT @chaannyyyy: who wants to hang out&#128069;	1
3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao	1
RT @BenevolentDjinn: I hate seeing women carrying on about how they could fuck somebody's man. Ok??? Trashy ass bitch.	1
@chanelisabeth that nigger music	1
@allsportsbruh literally retarded. You were dropped on your head.	1
@SilverbirdUSA and retarded. Love is always retarded. #sentimental	1
"RT @metroadlib: i thank every broad in the universe who takes that step forward &amp;puts colored contacts in her eyes.
that's one less person &#8230;"	0
Why you stressin bout a bitch .	1
@LupeFiasco shut the fuck up you cry baby, all you do is bitch and whine about life, shits retarded.	1
RT @iAmKilo_Bae: Its 2 things in this world that I aint seen, thats a UFO &amp; a bitch that I need !!	1
"RT @boujjhetto: When an irrelevant bitch dislikes u for no reason &#128133;
 http://t.co/sM1rsmOLEZ"	1
@Huntermoore hells yeah fuckin sick ass bitch	1
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd"""	0
Tell a itty bitty bitch pipe down	1
Now I don't even want to do anything. Son of a bitch	1
@That1guyJeff thank you. I hate you. Eat poison. Fall down. Run face first into a wall. Yankees missed the playoffs.	1
pay back a bitch aint it	1
I'd be the best at owning a bird. I could teach them the funniest things to say.	0
My dad is such a bitch	1
RT @KINGTUNCHI_: I need a real bitch !	1
Bring a niggah some icecream	1
RT @BitchImaSavage_: Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence	1
"&#8220;@__nijel: This hoe Mimi said ""I hurt my hand"" &#128529;&#8221;&#128514;&#128514;&#128514; bitch her throat &#128514;&#128514;"	1
On break feeling xxxtra dumb cause i forgot my lunch money like a hoe	1
@ThatSlutAdrian bring bitches	1
Say it's all about the hoes when it's all about ou, even when I'm with my hoes, I tell em all about you	1
That annoying moment when you have to keep removing your headphones because someone keeps talking to you.. Like move, bitch..	1
I hate bitches with bad eyebrows	1
Gov. Rick Scott Kicks Charlie Crist&#8217;s Ass http://t.co/x6kOQsVCUa	1
"NEWS FLASH!
When you pay TAXES, you are paying for everything you bitch about!
#IRS #GovernmentAffairs #obamacare http://t.co/D5SPVgJxto"	1
@Whimzee_ so much hoes?	1
It opened up with some clouds parting and with SILK-----&gt;Can we get a room on the southside of the ghetto!	1
Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin http://t.co/tW9Nl5Hkmt	1
&#8220;@JennaHord12: @ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh! Bet you wooonnnttt stick dat hoe	1
What time jamboree start Thursday. So I ca smile for the ugly hoes. &#128514;&#128128;	1
Brooo Chinese sounds goooood then a hoe rn but my momma making carne con chile so I guess I'm gucci with that &#128527;&#128076;	1
"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;"	1
Rihanna must got the holy grail of pussy &#128514;	1
This hairstylist in the mall gone ask nesha wats under that beenie this bitch said her momma lmfaoooo	1
Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass	1
@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto.	0
ya girl pussy is trash as fuck.	1
RT @1TRIKOfficial: @ItsNotAdam No prob! Def a good early set energy tool! If you want to tune in, http://t.co/hxfJWy3Jab in less than an ho&#8230;	0
RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;	1
Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!	1
Lmao shorty twitter name is pussy 2 chubby...lmfao im dead	1
"RT @jenebooks: @WhistGoddess i was about to be like ""r u queer"" but c'mon Jen do u even need to ask"	1
I can't express how much I hate sam, he is by far hands down no questions asked my least favorite character , so bitch made #freaksandgeeks	1
"RT @HYPEBEASTAUSTIN: love one of you bucket headed hoes 

noway."	1
The reason Shelby hates sandwiches is because he is a queer. @RonandFezSXM	1
I'm the man around dis bitch baby	1
Maybe I'll love you one day, maybe we'll someday grow. Till then just sit your drunk ass on that runway hoe.	1
I'm in this hoe tripppped out people be wildin	1
RT @QuilaTheDiva: After the age of 21 its about credit scores, future plans and creating assets. Not cars, clothes, niggas/bitches, clubs, &#8230;	1
"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey"""	1
@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna	0
RT @ikesizzle: RT @ericajenee_: &#8220;@_SheDAzzle: Ike finna have the bitter bitches upsaught&#8221; - and he don't care lmao | not at all	1
"RT @iPrinceChance: Niggas gossip like bitches.. but yet they be the ""realest niggas"" tho? I don't understand.."	1
Skippin spanish class the rest of this week fuck dat bitch	1
&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt	0
A shockingly true tale from the Oreo that almost got devoured. http://t.co/WYIS0LVdsi	0
Goodnight pretty bitches n real niggas fuck da rest	1
Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets	0
She suckin on my dick, cuz I'm a pretty bitch	1
Value your money.Value your dick.Don't buy trash.Don't fuck trash.	1
&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.	1
And a hoe gon be a hoe regardless	1
I got yo bitch dick whipped	1
been a long December hasn't it? counting crows (:	0
RT @That1guyJeff: RT @rebeccaisfresh: carrot cake is trash. too sweet. http://t.co/rxrowJMbW0	0
it's amazing what hood bitches wear I they body and in they head	1
@MrWoofless Don't be a bitch.	1
jm sorry to hear this RT @FreeYBB: I'm going to chipotle for the first time. It better not be trash.	0
"RT @nicoleyyrosiee: Remember in 2001 when the Yankees were in Boston and the crowd was cheering USA instead of ""Yankees suck"" I love baseba&#8230;"	0
"""I just got a number 3 I'm a bitch boy"""	1
RT @lilduval: One good woman is worth a thousand bad bitches......but I still wanna fuck a thousand bitches	1
RT @APTheCreated: @bellabelcastro is the realest bitch I know. Lol	1
RT @PolitiBunny: #YesWeDid attack, harass, threaten, mock and bully any woman or minority who dared not fall in line with our progressive a&#8230;	0
&#8220;@FriendlyAssh0le: 5'3 200 lbs aint thick bitch, you a fucking warthog&#8221;&#128514;	1
@walterthecat121 @GalliumRBLX how is it being colored blind?	0
RT @mattchew81: My ex told me once she wanted me to get her a gift that would take her breath away so I got that bitch a treadmill	1
' Ok ma Texas bitch keep textin me , callin cryin stressin me &#1041190; Bout where I been but I been with another bitch allegedly &#1043351;&#1043360; .	1
"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say."	1
"RT @TheDrunkStory: ""My girlfriend cheated on me so I dumped her. I'm dating her mom now so now that bitch is my step daughter."" - Texas Tec&#8230;"	1
You losing 0-3 @sterling31 and that's what u trying to do? Stupid yardie	0
"RT @DrizzyTaughtBre: Drink some bleach bitch! ""@AubreyChester: If it was you, youda done the same thing. #TeamZimmerman"""	1
Man my bitch is beautiful Helen of Troy.	1
Photo check for background spooks. http://t.co/Hx1wghJAzy	0
Nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck &#128514;&#128514;&#128514; #fucknigga	1
I hate these hoes that look thick from the front them she pass u &amp; her ass be missing	1
RT @Mr_JSmart24: I just dont see the point in permanently ruining the chance of hitting the pussy again just for laughs, giggles, and RTs	1
@HonchoPikasoe lmao hell yea.. I love thick bitches &amp; thick bitches love fat niggas.	1
"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em."""	1
RT @Gresham_Major: U tell us you fuckin barbarian RT @TypoGawd: Does pussy juice really help ya beard grow?	1
RT @UmChillBreaux: it's never about the hoes he's entertaining , it's always about the fact that he's entertaining these hoes !	1
I want some cookies, brownies and ice cream. &#128523;	0
@kieffer_jason No that's what u think I just don't like pussy boys who run they mouth but they can't back they words up.	1
@dominiloka bitch ain't fall down or nothing. bet she can take more licks than you. No?	1
Ahmed's moms bomb pussy&gt;&gt;&gt;	1
@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call	1
RT @chanelisabeth: happy 17th birthday to my main hoe and partner in crime #bountyhunters4lyfe &#127881;&#128299; @Whitecholo23	1
"RT @Ratchet2English: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 &#8230;"	1
RT @chrisbegettinit: &#8220;@_100D: It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;&#8221;FORREAL THO THIS AIN NO LIE &#128175;	1
RT @Gmel_Genuine: When ya broke ONLY real bitches stick around	1
@Smokey_Bahr Go get that sum bitch	1
&#8220;@koleworld4: @what_evaittakes bang&#128129;&#8221;that's a trust worthy bitch&#128528;&#128553;	1
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!"	1
@Pudingtane ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....	0
RT @prettycha305: Monkey see &#128585;&#128584;monkey do hoes&#128586;	1
"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol"	1
RT @MenstruaI: rt if ur a sassy ass bitch	1
@Matt_Petrie22 geta Life faggot	1
Happy birthday bird! @codyflitcraft	0
This no beef thing is for the birds!!!	0
All the fine bitches i need yall to hit me up my # 562 922 40 guess the last 2 &#128514;	1
RT @_tarynupsheets: The single life is hitting for zero. Like I don't even want hoes.	1
these bitches act local and think global.....	1
RT @Its_Ms_Brenduh: Got kicked out of AA classes bc I laughed at a guy and called him a pussy for blacking out every time he drank.	1
Miley Cyrus just wants to hump things and smoke weed with her retarded ass.	1
HOT #ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/XdpSzwj6sK #lnyhbt #tgdn	0
RT @DFkinLopes: Lying ass bitch http://t.co/vGUClaeNnt	1
"&#8220;@WowItsDylan: Fuck a ""bad bitch"" id rather have a good girl who's a freak just for me 10/10 times &#128525;&#128525;&#8221;"	1
Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn	0
Follow my nigga cg_bugatti Niggaz hated nd flagged his possibly Fucked ya bitch that's why y'all&#8230; http://t.co/FRf23wlLbv	1
I need sum hoes ah sum, cuz I wake up all I have is hella emails &#128557;&#128299; but not a Goodmoring or goodnight text. Shit not even a single text &#9995;&#128529;	1
@DoubleAIV just watch bitch nigga u gonna want the whole team dead	1
#nowplaying witcha bitch pussy pussy inda hood ona sofa.wit plastic on it	1
Lets go hoes!! Its sing a long time!! You know the words.... trust an believe meeeeee	1
Yo bitch wanna fuck the squad!!&#128526;	1
"You don't know me, but I'm your bra. RT @HuffingtonPost: Doobie Brothers member Michael McDonald says he'll ""come out as a tranny"""	1
@Rob_San9993 ha lol like at selenas horny bitch lol	1
"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB"	0
RT @ClutchLikeMJ: Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;	0
Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame	1
He's making sure if it's ok for the bitches http://t.co/wE7OBTKetB	1
"@DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto"	0
maddie, karissa, Ireland, cierra and I have gotten so close I'd kill a bitch for them tbh	1
Like keke say real niggas got a heart too it just take a real bitch for him to show it	1
All the Uchiha are. RT @ThatNiggaCris: Sasuke is probably the biggest faggot of all time	1
RT @albertogomez51: &#8220;@nomaambundy92: I'm not the type of guy to bitch about how hot it is but it's about to be 11 and I'm still sweating&#8221; q&#8230;	1
@AdamBaldwin Really?? Bro, that retard @SenTedCruz even missed the point of GreenEggs&amp;Ham! It means don't knock it til ya try it!	1
